"33RES1","16-0000061",01/07/2016,"11272","_4RM0WNX5R","2",01/07/2016,T,"13:19:45",01/07/2016 13:19:45
"33RES1","16-0000062",01/10/2016,"11272","_4RM0XHRAC","1",01/10/2016,T,"05:11:58",01/10/2016 05:11:58
"33C-1","16-0000062",01/10/2016,"11272","_4RM0XNKXR","1",01/10/2016,T,"05:11:58",01/10/2016 05:11:58
"33RES1","16-0000063",01/10/2016,"11272","_4RM0Y7MN3","1",01/10/2016,T,"13:50:40",01/10/2016 13:50:40
"33C-1","16-0000063",01/10/2016,"11272","_4RM0YAHAB","1",01/10/2016,T,"13:50:42",01/10/2016 13:50:42
"33RES1","16-0000064",01/17/2016,"11272","_4RM10EF77","1",01/17/2016,T,"23:14:18",01/17/2016 23:14:18
"33ENG2","16-0000064",01/17/2016,"11272","_4RM10HPA1","1",01/17/2016,T,"23:17:21",01/17/2016 23:17:21
"33RES1","17-0000057",11/02/2016,"11272","_4RN0WWLES","1",11/02/2016,T,"01:15:14",11/02/2016 01:15:14
"33RES1","17-0000058",11/02/2016,"11272","_4RN0YBQ81","1",11/02/2016,T,"08:39:18",11/02/2016 08:39:18
"33RES1","16-0000065",01/19/2016,"11272","_4RN0YRW1D","1",01/19/2016,T,"08:11:05",01/19/2016 08:11:05
"33ENG2","16-0000066",01/22/2016,"11272","_4RN11LM4N","1",01/22/2016,T,"14:50:15",01/22/2016 14:50:15
"33RES1","16-0000067",01/27/2016,"11272","_4RN12DPYJ","1",01/27/2016,T,"11:59:02",01/27/2016 11:59:02
"33ENG2","16-0000068",02/01/2016,"11272","_4RS13H2DR","1",02/01/2016,T,"07:19:22",02/01/2016 07:19:22
"33RES1","16-0000069",02/01/2016,"11272","_4RT10TQIV","1",02/01/2016,T,"15:45:01",02/01/2016 15:45:01
"33ENG2","16-0000070",02/01/2016,"11272","_4RT1246CI","1",02/01/2016,T,"19:29:00",02/01/2016 19:29:00
"33RES1","16-0000071",02/03/2016,"11272","_4RT12XOFM","2",02/03/2016,T,"12:42:04",02/03/2016 12:42:04
"33RES1","16-0000072",02/09/2016,"11272","_4RT13LH9I","1",02/09/2016,T,"13:17:10",02/09/2016 13:17:10
